Tile|Score|pplCount肖申克的救赎|9.7|2821233
霸王别姬|9.6|2086741
阿甘正传|9.5|2112515
泰坦尼克号|9.5|2076652
这个杀手不太冷|9.4|2246971
美丽人生|9.6|1298421
千与千寻|9.4|2189108
辛德勒的名单|9.6|1081621
盗梦空间|9.4|2017964
星际穿越|9.4|1781887
楚门的世界|9.4|1653698
忠犬八公的故事|9.4|1370272
海上钢琴师|9.3|1643501
三傻大闹宝莱坞|9.2|1821852
放牛班的春天|9.3|1284300
机器人总动员|9.3|1289239
无间道|9.3|1328577
疯狂动物城|9.2|1880269
控方证人|9.6|533788
大话西游之大圣娶亲|9.2|1500320
熔炉|9.4|913070
教父|9.3|942842
当幸福来敲门|9.2|1488391
触不可及|9.3|1083537
怦然心动|9.1|1793314
